"","SP","m1.loo","m2.loo","m1.params","m2.params","mod","m1.sd_q","m2.sd_q1","m2.sd_q2","m1.sd_r1","m1.sd_r2","m2.sd_r1","m2.sd_r2","prop.sd.m1.rvc","prop.sd.m1.reef","prop.sd.m2.rvc","prop.sd.m2.reef","years.rvc","years.reef","rvc.b0","reef.b0","rvc.var.hab","reef.var.hab","reef.var.site","reef.var.dmy","reef.var.diver","rvc.b.depth","reef.b.depth","reef.b.btime","reef.b.vis","reef.b.curr","rvc.b.cont","reef.b.cont","rvc.b.isol","reef.b.isol","rvc.b.rubb","reef.b.hubb","rvc.b.sg","reef.b.sg","b.expert.reef","V41"
"93","Doctorfish",-11.5343336440727,1.57202608895591,4.56977131457436,4.78322721873272,"model2",0.122225572764129,0.0870972193673368,0.166517604515426,0.367069750373645,0.195379370326293,0.244169200617207,0.14970027380657,0.244986860239685,0.383140153690746,0.257394599836226,0.523927000362455,23,26,1.75636895136459,1.85100836337615,0.0238708812816855,0,0.0511240332611588,0.46549108543703,1.72464536122048,0.191777665192821,-0.018721718061592,0.213394241471473,0.0780861074771005,0.0171102147912492,0.210102449698941,0,0.0405900272648395,0,-0.172076703208741,0,-0.0729878960462728,0,0,-0.33276276258688
"94","Ocean Surgeonfish",-4.46626070242965,8.89676790819818,4.53632085524276,4.98045525989603,"model2",0.0655652895684602,0.136706565998159,0.0950992252134252,0.328400420554661,0.186162384686602,0.179307465895338,0.151671535373714,0.164813773142275,0.25708420955887,0.427766372068161,0.382880292706932,23,26,3.72122543221645,7.56655100930672,0.0529085264623372,0.224868871335943,0.141268496304379,0.248682472038721,2.84955871678636,-0.0574373221610689,-0.0491979233134899,0.310311125250104,0.107763968227776,-0.0118719816939724,0.278480426290254,0.194173083649219,-0.330000422601794,-0.738264139692666,-0.0621772306297811,0.24691287266715,0.118120180015835,0.280701507487099,0.280701507487099,-0.60864667007329
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Bluehead",-11.5818065824425,17.8568713522139,8.84037389537142,4.14893246431611,"model2",0.128309028792195,0.14278691983047,0.361642585148216,0.123414362552941,0.481779835105583,0.109585387683098,0.111382115564557,0.504702980870922,0.210793425887174,0.561919485019095,0.76850065187728,23,26,16.1079441697614,31.4107206811494,0.164856670464133,0.138459481535613,0.122385350705544,0.414621151329139,2.96549775077411,-0.0317561293262687,0.0443600438730224,0.250939898361871,0.131279111213999,-0.0180295531502583,0.237378930875344,0.0237172685258115,-0.568312731593122,-0.537110485541557,-0.160861735537892,0.0851056997828439,0.49648288049893,0.337312730547453,0.337312730547453,-1.03674714425451
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Creole Wrasse",-44.5463987211553,-40.9894236636976,5.64849497584162,5.32303954216364,"model2",0.128462671459414,0.197081588041092,0.170510998192294,0.562490177871301,0.523738208058799,0.48532105281191,0.477155269026681,0.182441916287244,0.193885221461505,0.288207405759186,0.259796825892362,23,26,1.46894690776334,3.36142605870333,0.465852757623435,1.55101076717326,2.3813557702456,1.43585669890179,1.24884906075261,0.566951835291942,0.244713046085856,0.208635929999167,0.0134256670495535,0.0360740864050027,-0.225484936900363,0.356896961767517,-0.489718004095692,-1.44235040547817,-0.332213154798751,1.04361036566063,1.11599937871315,0.914177570980933,0.914177570980933,-1.01390145182391
"99","Puddingwife",-26.854186034166,-14.5648240967804,5.8858032715526,6.6031497868282,"model2",0.103498421889065,0.181559369479842,0.228449584218496,0.339144724294573,0.408664476731226,0.239200983109316,0.274178447457027,0.233639119697559,0.200664722733262,0.427014283461465,0.44853012079082,23,26,0.284826131660853,0.883898489667064,0.140564566066979,0.0724344436314087,1.22048922558046,0.650713181794497,2.93020327305428,-1.03045859891236,-0.266038985942958,0.473109075233312,0.0956681737034254,-0.0168683486273683,0.130092471867401,-0.0255043136900431,-0.500838696479458,-0.0967623883138406,-0.128913132421908,-0.041566452796544,0.508400910749793,0.384205510768722,0.384205510768722,-1.01998969911859
"100","Slippery Dick",-18.2663667997458,-8.69133410748189,4.96769524339741,5.64064456060267,"model2",0.1701686799137,0.182502393388917,0.25535227072476,0.358584433906416,0.259347679473295,0.277617268377213,0.174462242886377,0.321224456262557,0.394132268534344,0.390767630976191,0.594122496298668,23,26,5.00625073537611,3.66545275223475,0.213725417163919,0,0.398380988992045,0.533760872896271,3.46600440898896,-0.454554779454003,-0.0854322141773301,0.302615983964559,0.0785785089257419,-0.00340725610158929,0.0909127342049072,0,-0.337612577606635,0,0.715989609103213,0,-0.465516983103666,0,0,-0.968248128560706
"101","Yellowhead Wrasse",-12.7291722960912,18.1520189120642,4.96193190102534,4.36825799896076,"model2",0.0779431039002365,0.10552121398098,0.275584324696847,0.201160724262411,0.384940501149031,0.161797279926671,0.089195017164958,0.2753641798504,0.166308235640551,0.382539441869126,0.75799590831983,23,26,2.00581205418864,5.062803182818,0.38413997009924,0.347894995774656,0.706181273353062,0.232004322072352,3.06519557922777,0.302000068436829,0.22987216809464,0.222196348174653,0.088284400471027,0.00718086423303068,0.628261397198499,0.155337171329028,-0.428707349812347,-0.806542749779865,-0.765947252470749,0.227896954660688,0.578280746748074,0.501760876956976,0.501760876956976,-0.688562049476324
"102","Yellowhead Jawfish",-120.202065755935,-94.2735318668831,14.3794564758565,9.98328696855005,"model2",0.31363658011667,13.1168141094907,0.308189860626415,16.1636304795771,0.442308330323914,1.52808185092922,0.448622091596715,0.0190678568265486,0.409242509459077,0.901039912261255,0.40267353322012,23,26,0.123795262851941,0.225863566781075,0.157848378697003,0.442396311662905,1.49876291525277,1.27780690348055,0.620165159654994,0.473586515669254,0.288722332840167,0.48857865407718,0.209188943868122,0.0301248175086137,0.365656575884585,0.237817584361504,-0.506814524700261,-0.564594620426685,0.335760431198273,0.461782508077203,-0.154175550179998,0.869948377228856,0.869948377228856,-0.842897482931435
"103","Sharksucker",-166.165030029839,-148.434711315429,13.326212973717,12.9663186295098,"model2",3.86533338763167,0.838168482973576,4.0714764518809,12.2162854332666,2.07344513520088,11.2816047990148,0.87284665741192,0.230777395147682,0.661991623320529,0.0678851673310578,0.829668705423699,23,26,0.0222930049935199,0.0470029387558544,0.0842922639441625,0,0.140269986304452,2.38966717757144,1.46675952993648,-0.417802037375643,-0.141178136283812,0.144983685403614,-0.126377645495181,0.00555800349198735,0.000649774725617185,0,-0.159881675416681,0,-0.168483759214313,0,0.36184615431632,0,0,-0.444532213121017
"104","Atlantic Spadefish",-45.3262330626083,-44.3178847990433,5.99603264411828,6.23244695837826,"model2",0.232448502765732,0.109289313791393,0.340223360223714,0.542527284924397,0.512974707614591,0.558547185015558,0.448220807380209,0.2997727962696,0.312946387895276,0.162122834816001,0.426434499671309,23,26,0.0331430680654448,0.160002731153142,0.855554738557166,0,4.24778119027755,3.19680383311097,0.12017720983465,-0.700308460070649,-0.011158888428092,0.227407999609162,0.0473984203912497,0.0656524332366373,-0.284051914143413,0,1.25356927908441,0,-0.959206788397794,0,0.173863113333049,0,0,-0.229256814943272
"105","Glassy Sweeper",-80.4848506960221,-84.1963981862794,18.9807984546948,19.104791490928,"model1",0.558182251178664,0.72687951491302,0.547588443743714,3.35590595582995,0.253457056832863,3.22292873466033,0.285856999157397,0.140278758207638,0.694289727446552,0.176919333041297,0.662305788771999,23,26,0.0872245228260856,1.60612590569748,1.97452639114145,0.65855034949368,2.99752172014304,1.01751258824465,0.829723439681547,-1.03590013843241,-0.322163343835197,0.304290434145231,0.0618771925901038,0.112490203475825,-1.14592172113421,0.416098001104826,-0.734309613922006,-0.742664942365584,0.153875823758626,0.50827297337425,2.1370026860676,0.786064314187873,0.786064314187873,-0.734730438167227
"106","Sand Tilefish",-87.7822714769351,-80.1319803817479,20.6795111394216,18.7698085754293,"model2",0.643708177651048,0.461089571182949,0.667130930114331,3.95228017068047,0.260857005701422,3.59818600813711,0.219308469090786,0.138547754042712,0.71686082197026,0.111653739304669,0.757681390865439,23,26,0.0554288549343514,0.133352087969426,0.251766790861784,1.48467718143189,2.4738003879812,1.10315759851336,0.806115791150836,0.454045401661412,0.39177392559518,0.39492031870612,0.141247813157971,0.0986898938108994,0.530787909902983,0.372418946527153,-0.717539780128128,-1.15803345739149,0.125384148671369,1.25326563112808,0.121612583268694,1.08433803274199,1.08433803274199,-0.939490831658821
"107","Trumpetfish",-1.59353158786038,6.81841982345688,5.2229070826864,5.83085237481575,"model2",0.0611379894881092,0.0442066295704743,0.153577248223427,0.317091105891772,0.17322944307605,0.30546005478356,0.100361824201825,0.159817092436814,0.258278051600839,0.124284609530194,0.604568925065768,23,26,0.157505717053282,1.13318260549442,0.308603651001304,0,1.19596502537034,0.600970583869173,0.529116849217146,-0.248832592137358,-0.209845426665031,0.334822930696845,0.0606920413501221,0.0373365871331705,-0.107786470350386,0,0.00719374964475974,0,-0.672252120203783,0,0.808049427649106,0,0,-0.26185417285972
